timestamp,mac,frequency,length,rssi,crc,expected,srcmac,transctr,pkctr,nbpackets,txpower,txifdur,txpksize,txfillbyte
2017-01-18_16.18.28,05-43-32-ff-03-dd-a6-85,19,100,-43,1,1,05-43-32-ff-03-dd-a4-84,0,5,10,0,100,100,0x0a
2017-01-18_16.18.29,05-43-32-ff-03-dd-a6-85,19,100,-43,1,1,05-43-32-ff-03-dd-a4-84,0,6,10,0,100,100,0x0a
2017-01-18_16.18.29,05-43-32-ff-03-dd-a6-85,19,100,-43,1,1,05-43-32-ff-03-dd-a4-84,0,7,10,0,100,100,0x0a
2017-01-18_16.18.29,05-43-32-ff-03-dd-a6-85,19,100,-42,1,1,05-43-32-ff-03-dd-a4-84,0,8,10,0,100,100,0x0a
2017-01-18_16.18.29,05-43-32-ff-03-dd-a6-85,19,100,-42,1,1,05-43-32-ff-03-dd-a4-84,0,9,10,0,100,100,0x0a
2017-01-18_16.18.29,05-43-32-ff-03-dd-a4-84,20,100,-40,1,1,05-43-32-ff-03-dd-a6-85,0,0,10,0,100,100,0x0a
2017-01-18_16.18.29,05-43-32-ff-03-dd-a4-84,20,100,-40,1,1,05-43-32-ff-03-dd-a6-85,0,1,10,0,100,100,0x0a
2017-01-18_16.18.30,05-43-32-ff-03-dd-a4-84,20,100,-40,1,1,05-43-32-ff-03-dd-a6-85,0,2,10,0,100,100,0x0a
2017-01-18_16.18.30,05-43-32-ff-03-dd-a4-84,20,100,-40,1,1,05-43-32-ff-03-dd-a6-85,0,3,10,0,100,100,0x0a
2017-01-18_16.18.30,05-43-32-ff-03-dd-a4-84,20,100,-40,1,1,05-43-32-ff-03-dd-a6-85,0,4,10,0,100,100,0x0a
2017-01-18_16.18.30,05-43-32-ff-03-dd-a4-84,20,100,-40,1,1,05-43-32-ff-03-dd-a6-85,0,5,10,0,100,100,0x0a
2017-01-18_16.18.30,05-43-32-ff-03-dd-a4-84,20,100,-40,1,1,05-43-32-ff-03-dd-a6-85,0,6,10,0,100,100,0x0a
2017-01-18_16.18.30,05-43-32-ff-03-dd-a4-84,20,100,-40,1,1,05-43-32-ff-03-dd-a6-85,0,7,10,0,100,100,0x0a
2017-01-18_16.18.30,05-43-32-ff-03-dd-a4-84,20,100,-40,1,1,05-43-32-ff-03-dd-a6-85,0,8,10,0,100,100,0x0a
2017-01-18_16.18.30,05-43-32-ff-03-dd-a4-84,20,100,-40,1,1,05-43-32-ff-03-dd-a6-85,0,9,10,0,100,100,0x0a
2017-01-18_16.18.31,05-43-32-ff-03-dd-a6-85,20,100,-43,1,1,05-43-32-ff-03-dd-a4-84,0,0,10,0,100,100,0x0a
2017-01-18_16.18.31,05-43-32-ff-03-dd-a6-85,20,100,-43,1,1,05-43-32-ff-03-dd-a4-84,0,1,10,0,100,100,0x0a
2017-01-18_16.18.31,05-43-32-ff-03-dd-a6-85,20,100,-43,1,1,05-43-32-ff-03-dd-a4-84,0,2,10,0,100,100,0x0a
2017-01-18_16.18.31,05-43-32-ff-03-dd-a6-85,20,100,-43,1,1,05-43-32-ff-03-dd-a4-84,0,3,10,0,100,100,0x0a
2017-01-18_16.18.31,05-43-32-ff-03-dd-a6-85,20,100,-43,1,1,05-43-32-ff-03-dd-a4-84,0,4,10,0,100,100,0x0a
2017-01-18_16.18.31,05-43-32-ff-03-dd-a6-85,20,100,-43,1,1,05-43-32-ff-03-dd-a4-84,0,5,10,0,100,100,0x0a
2017-01-18_16.18.31,05-43-32-ff-03-dd-a6-85,20,100,-43,1,1,05-43-32-ff-03-dd-a4-84,0,6,10,0,100,100,0x0a
2017-01-18_16.18.31,05-43-32-ff-03-dd-a6-85,20,100,-43,1,1,05-43-32-ff-03-dd-a4-84,0,7,10,0,100,100,0x0a
2017-01-18_16.18.31,05-43-32-ff-03-dd-a6-85,20,100,-43,1,1,05-43-32-ff-03-dd-a4-84,0,8,10,0,100,100,0x0a
2017-01-18_16.18.32,05-43-32-ff-03-dd-a6-85,20,100,-43,1,1,05-43-32-ff-03-dd-a4-84,0,9,10,0,100,100,0x0a
2017-01-18_16.18.32,05-43-32-ff-03-dd-a4-84,21,100,-38,1,1,05-43-32-ff-03-dd-a6-85,0,0,10,0,100,100,0x0a
2017-01-18_16.18.32,05-43-32-ff-03-dd-a4-84,21,100,-38,1,1,05-43-32-ff-03-dd-a6-85,0,1,10,0,100,100,0x0a
2017-01-18_16.18.32,05-43-32-ff-03-dd-a4-84,21,100,-38,1,1,05-43-32-ff-03-dd-a6-85,0,2,10,0,100,100,0x0a
2017-01-18_16.18.32,05-43-32-ff-03-dd-a4-84,21,100,-38,1,1,05-43-32-ff-03-dd-a6-85,0,3,10,0,100,100,0x0a
2017-01-18_16.18.32,05-43-32-ff-03-dd-a4-84,21,100,-38,1,1,05-43-32-ff-03-dd-a6-85,0,4,10,0,100,100,0x0a
2017-01-18_16.18.32,05-43-32-ff-03-dd-a4-84,21,100,-38,1,1,05-43-32-ff-03-dd-a6-85,0,5,10,0,100,100,0x0a
2017-01-18_16.18.33,05-43-32-ff-03-dd-a4-84,21,100,-38,1,1,05-43-32-ff-03-dd-a6-85,0,6,10,0,100,100,0x0a
2017-01-18_16.18.33,05-43-32-ff-03-dd-a4-84,21,100,-38,1,1,05-43-32-ff-03-dd-a6-85,0,7,10,0,100,100,0x0a
2017-01-18_16.18.33,05-43-32-ff-03-dd-a4-84,21,100,-38,1,1,05-43-32-ff-03-dd-a6-85,0,8,10,0,100,100,0x0a
2017-01-18_16.18.33,05-43-32-ff-03-dd-a4-84,21,100,-38,1,1,05-43-32-ff-03-dd-a6-85,0,9,10,0,100,100,0x0a
2017-01-18_16.18.33,05-43-32-ff-03-dd-a6-85,21,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,0,10,0,100,100,0x0a
2017-01-18_16.18.33,05-43-32-ff-03-dd-a6-85,21,100,-41,1,1,05-43-32-ff-03-dd-a4-84,0,1,10,0,100,100,0x0a
2017-01-18_16.18.33,05-43-32-ff-03-dd-a6-85,21,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,2,10,0,100,100,0x0a
2017-01-18_16.18.34,05-43-32-ff-03-dd-a6-85,21,100,-41,1,1,05-43-32-ff-03-dd-a4-84,0,3,10,0,100,100,0x0a
2017-01-18_16.18.34,05-43-32-ff-03-dd-a6-85,21,100,-41,1,1,05-43-32-ff-03-dd-a4-84,0,4,10,0,100,100,0x0a
2017-01-18_16.18.34,05-43-32-ff-03-dd-a6-85,21,100,-41,1,1,05-43-32-ff-03-dd-a4-84,0,5,10,0,100,100,0x0a
2017-01-18_16.18.34,05-43-32-ff-03-dd-a6-85,21,100,-41,1,1,05-43-32-ff-03-dd-a4-84,0,6,10,0,100,100,0x0a
2017-01-18_16.18.34,05-43-32-ff-03-dd-a6-85,21,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,7,10,0,100,100,0x0a
2017-01-18_16.18.34,05-43-32-ff-03-dd-a6-85,21,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,8,10,0,100,100,0x0a
2017-01-18_16.18.34,05-43-32-ff-03-dd-a6-85,21,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,9,10,0,100,100,0x0a
2017-01-18_16.18.35,05-43-32-ff-03-dd-a4-84,22,100,-36,1,1,05-43-32-ff-03-dd-a6-85,0,0,10,0,100,100,0x0a
2017-01-18_16.18.35,05-43-32-ff-03-dd-a4-84,22,100,-36,1,1,05-43-32-ff-03-dd-a6-85,0,1,10,0,100,100,0x0a
2017-01-18_16.18.35,05-43-32-ff-03-dd-a4-84,22,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,2,10,0,100,100,0x0a
2017-01-18_16.18.35,05-43-32-ff-03-dd-a4-84,22,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,3,10,0,100,100,0x0a
2017-01-18_16.18.35,05-43-32-ff-03-dd-a4-84,22,100,-36,1,1,05-43-32-ff-03-dd-a6-85,0,4,10,0,100,100,0x0a
2017-01-18_16.18.35,05-43-32-ff-03-dd-a4-84,22,100,-36,1,1,05-43-32-ff-03-dd-a6-85,0,5,10,0,100,100,0x0a
2017-01-18_16.18.35,05-43-32-ff-03-dd-a4-84,22,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,6,10,0,100,100,0x0a
2017-01-18_16.18.35,05-43-32-ff-03-dd-a4-84,22,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,7,10,0,100,100,0x0a
2017-01-18_16.18.35,05-43-32-ff-03-dd-a4-84,22,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,8,10,0,100,100,0x0a
2017-01-18_16.18.35,05-43-32-ff-03-dd-a4-84,22,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,9,10,0,100,100,0x0a
2017-01-18_16.18.36,05-43-32-ff-03-dd-a6-85,22,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,0,10,0,100,100,0x0a
2017-01-18_16.18.36,05-43-32-ff-03-dd-a6-85,22,100,-38,1,1,05-43-32-ff-03-dd-a4-84,0,1,10,0,100,100,0x0a
2017-01-18_16.18.36,05-43-32-ff-03-dd-a6-85,22,100,-38,1,1,05-43-32-ff-03-dd-a4-84,0,2,10,0,100,100,0x0a
2017-01-18_16.18.36,05-43-32-ff-03-dd-a6-85,22,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,3,10,0,100,100,0x0a
2017-01-18_16.18.36,05-43-32-ff-03-dd-a6-85,22,100,-38,1,1,05-43-32-ff-03-dd-a4-84,0,4,10,0,100,100,0x0a
2017-01-18_16.18.36,05-43-32-ff-03-dd-a6-85,22,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,5,10,0,100,100,0x0a
2017-01-18_16.18.36,05-43-32-ff-03-dd-a6-85,22,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,6,10,0,100,100,0x0a
2017-01-18_16.18.37,05-43-32-ff-03-dd-a6-85,22,100,-38,1,1,05-43-32-ff-03-dd-a4-84,0,7,10,0,100,100,0x0a
2017-01-18_16.18.37,05-43-32-ff-03-dd-a6-85,22,100,-38,1,1,05-43-32-ff-03-dd-a4-84,0,8,10,0,100,100,0x0a
2017-01-18_16.18.37,05-43-32-ff-03-dd-a6-85,22,100,-38,1,1,05-43-32-ff-03-dd-a4-84,0,9,10,0,100,100,0x0a
2017-01-18_16.18.37,05-43-32-ff-03-dd-a4-84,23,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,0,10,0,100,100,0x0a
2017-01-18_16.18.37,05-43-32-ff-03-dd-a4-84,23,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,1,10,0,100,100,0x0a
2017-01-18_16.18.37,05-43-32-ff-03-dd-a4-84,23,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,2,10,0,100,100,0x0a
2017-01-18_16.18.37,05-43-32-ff-03-dd-a4-84,23,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,3,10,0,100,100,0x0a
2017-01-18_16.18.38,05-43-32-ff-03-dd-a4-84,23,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,4,10,0,100,100,0x0a
2017-01-18_16.18.38,05-43-32-ff-03-dd-a4-84,23,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,5,10,0,100,100,0x0a
2017-01-18_16.18.38,05-43-32-ff-03-dd-a4-84,23,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,6,10,0,100,100,0x0a
2017-01-18_16.18.38,05-43-32-ff-03-dd-a4-84,23,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,7,10,0,100,100,0x0a
2017-01-18_16.18.38,05-43-32-ff-03-dd-a4-84,23,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,8,10,0,100,100,0x0a
2017-01-18_16.18.38,05-43-32-ff-03-dd-a4-84,23,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,9,10,0,100,100,0x0a
2017-01-18_16.18.38,05-43-32-ff-03-dd-a6-85,23,100,-38,1,1,05-43-32-ff-03-dd-a4-84,0,0,10,0,100,100,0x0a
2017-01-18_16.18.39,05-43-32-ff-03-dd-a6-85,23,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,1,10,0,100,100,0x0a
2017-01-18_16.18.39,05-43-32-ff-03-dd-a6-85,23,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,2,10,0,100,100,0x0a
2017-01-18_16.18.39,05-43-32-ff-03-dd-a6-85,23,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,3,10,0,100,100,0x0a
2017-01-18_16.18.39,05-43-32-ff-03-dd-a6-85,23,100,-38,1,1,05-43-32-ff-03-dd-a4-84,0,4,10,0,100,100,0x0a
2017-01-18_16.18.39,05-43-32-ff-03-dd-a6-85,23,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,5,10,0,100,100,0x0a
2017-01-18_16.18.39,05-43-32-ff-03-dd-a6-85,23,100,-38,1,1,05-43-32-ff-03-dd-a4-84,0,6,10,0,100,100,0x0a
2017-01-18_16.18.39,05-43-32-ff-03-dd-a6-85,23,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,7,10,0,100,100,0x0a
2017-01-18_16.18.39,05-43-32-ff-03-dd-a6-85,23,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,8,10,0,100,100,0x0a
2017-01-18_16.18.39,05-43-32-ff-03-dd-a6-85,23,100,-38,1,1,05-43-32-ff-03-dd-a4-84,0,9,10,0,100,100,0x0a
2017-01-18_16.18.40,05-43-32-ff-03-dd-a4-84,24,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,0,10,0,100,100,0x0a
2017-01-18_16.18.40,05-43-32-ff-03-dd-a4-84,24,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,1,10,0,100,100,0x0a
2017-01-18_16.18.40,05-43-32-ff-03-dd-a4-84,24,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,2,10,0,100,100,0x0a
2017-01-18_16.18.40,05-43-32-ff-03-dd-a4-84,24,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,3,10,0,100,100,0x0a
2017-01-18_16.18.40,05-43-32-ff-03-dd-a4-84,24,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,4,10,0,100,100,0x0a
2017-01-18_16.18.40,05-43-32-ff-03-dd-a4-84,24,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,5,10,0,100,100,0x0a
2017-01-18_16.18.40,05-43-32-ff-03-dd-a4-84,24,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,6,10,0,100,100,0x0a
2017-01-18_16.18.41,05-43-32-ff-03-dd-a4-84,24,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,7,10,0,100,100,0x0a
2017-01-18_16.18.41,05-43-32-ff-03-dd-a4-84,24,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,8,10,0,100,100,0x0a
2017-01-18_16.18.41,05-43-32-ff-03-dd-a4-84,24,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,9,10,0,100,100,0x0a
2017-01-18_16.18.41,05-43-32-ff-03-dd-a6-85,24,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,0,10,0,100,100,0x0a
2017-01-18_16.18.41,05-43-32-ff-03-dd-a6-85,24,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,1,10,0,100,100,0x0a
2017-01-18_16.18.41,05-43-32-ff-03-dd-a6-85,24,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,2,10,0,100,100,0x0a
2017-01-18_16.18.41,05-43-32-ff-03-dd-a6-85,24,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,3,10,0,100,100,0x0a
2017-01-18_16.18.41,05-43-32-ff-03-dd-a6-85,24,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,4,10,0,100,100,0x0a
2017-01-18_16.18.42,05-43-32-ff-03-dd-a6-85,24,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,5,10,0,100,100,0x0a
2017-01-18_16.18.42,05-43-32-ff-03-dd-a6-85,24,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,6,10,0,100,100,0x0a
2017-01-18_16.18.42,05-43-32-ff-03-dd-a6-85,24,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,7,10,0,100,100,0x0a
2017-01-18_16.18.42,05-43-32-ff-03-dd-a6-85,24,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,8,10,0,100,100,0x0a
2017-01-18_16.18.42,05-43-32-ff-03-dd-a6-85,24,100,-40,1,1,05-43-32-ff-03-dd-a4-84,0,9,10,0,100,100,0x0a
2017-01-18_16.18.42,05-43-32-ff-03-dd-a4-84,25,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,0,10,0,100,100,0x0a
2017-01-18_16.18.42,05-43-32-ff-03-dd-a4-84,25,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,1,10,0,100,100,0x0a
2017-01-18_16.18.43,05-43-32-ff-03-dd-a4-84,25,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,2,10,0,100,100,0x0a
2017-01-18_16.18.43,05-43-32-ff-03-dd-a4-84,25,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,3,10,0,100,100,0x0a
2017-01-18_16.18.43,05-43-32-ff-03-dd-a4-84,25,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,4,10,0,100,100,0x0a
2017-01-18_16.18.43,05-43-32-ff-03-dd-a4-84,25,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,5,10,0,100,100,0x0a
2017-01-18_16.18.43,05-43-32-ff-03-dd-a4-84,25,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,6,10,0,100,100,0x0a
2017-01-18_16.18.43,05-43-32-ff-03-dd-a4-84,25,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,7,10,0,100,100,0x0a
2017-01-18_16.18.43,05-43-32-ff-03-dd-a4-84,25,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,8,10,0,100,100,0x0a
2017-01-18_16.18.43,05-43-32-ff-03-dd-a4-84,25,100,-37,1,1,05-43-32-ff-03-dd-a6-85,0,9,10,0,100,100,0x0a
2017-01-18_16.18.44,05-43-32-ff-03-dd-a6-85,25,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,0,10,0,100,100,0x0a
2017-01-18_16.18.44,05-43-32-ff-03-dd-a6-85,25,100,-38,1,1,05-43-32-ff-03-dd-a4-84,0,1,10,0,100,100,0x0a
2017-01-18_16.18.44,05-43-32-ff-03-dd-a6-85,25,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,2,10,0,100,100,0x0a
2017-01-18_16.18.44,05-43-32-ff-03-dd-a6-85,25,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,3,10,0,100,100,0x0a
2017-01-18_16.18.44,05-43-32-ff-03-dd-a6-85,25,100,-38,1,1,05-43-32-ff-03-dd-a4-84,0,4,10,0,100,100,0x0a
2017-01-18_16.18.44,05-43-32-ff-03-dd-a6-85,25,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,5,10,0,100,100,0x0a
2017-01-18_16.18.44,05-43-32-ff-03-dd-a6-85,25,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,6,10,0,100,100,0x0a
2017-01-18_16.18.44,05-43-32-ff-03-dd-a6-85,25,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,7,10,0,100,100,0x0a
2017-01-18_16.18.44,05-43-32-ff-03-dd-a6-85,25,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,8,10,0,100,100,0x0a
2017-01-18_16.18.45,05-43-32-ff-03-dd-a6-85,25,100,-39,1,1,05-43-32-ff-03-dd-a4-84,0,9,10,0,100,100,0x0a
2017-01-18_16.18.45,05-43-32-ff-03-dd-a4-84,26,100,-35,1,1,05-43-32-ff-03-dd-a6-85,0,0,10,0,100,100,0x0a
2017-01-18_16.18.45,05-43-32-ff-03-dd-a4-84,26,100,-35,1,1,05-43-32-ff-03-dd-a6-85,0,1,10,0,100,100,0x0a
2017-01-18_16.18.45,05-43-32-ff-03-dd-a4-84,26,100,-35,1,1,05-43-32-ff-03-dd-a6-85,0,2,10,0,100,100,0x0a
2017-01-18_16.18.45,05-43-32-ff-03-dd-a4-84,26,100,-35,1,1,05-43-32-ff-03-dd-a6-85,0,3,10,0,100,100,0x0a
2017-01-18_16.18.45,05-43-32-ff-03-dd-a4-84,26,100,-35,1,1,05-43-32-ff-03-dd-a6-85,0,4,10,0,100,100,0x0a
2017-01-18_16.18.46,05-43-32-ff-03-dd-a4-84,26,100,-35,1,1,05-43-32-ff-03-dd-a6-85,0,5,10,0,100,100,0x0a
2017-01-18_16.18.46,05-43-32-ff-03-dd-a4-84,26,100,-35,1,1,05-43-32-ff-03-dd-a6-85,0,6,10,0,100,100,0x0a
2017-01-18_16.18.46,05-43-32-ff-03-dd-a4-84,26,100,-35,1,1,05-43-32-ff-03-dd-a6-85,0,7,10,0,100,100,0x0a
2017-01-18_16.18.46,05-43-32-ff-03-dd-a4-84,26,100,-36,1,1,05-43-32-ff-03-dd-a6-85,0,8,10,0,100,100,0x0a
2017-01-18_16.18.46,05-43-32-ff-03-dd-a4-84,26,100,-35,1,1,05-43-32-ff-03-dd-a6-85,0,9,10,0,100,100,0x0a
2017-01-18_16.18.46,05-43-32-ff-03-dd-a6-85,26,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,0,10,0,100,100,0x0a
2017-01-18_16.18.46,05-43-32-ff-03-dd-a6-85,26,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,1,10,0,100,100,0x0a
2017-01-18_16.18.47,05-43-32-ff-03-dd-a6-85,26,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,2,10,0,100,100,0x0a
2017-01-18_16.18.47,05-43-32-ff-03-dd-a6-85,26,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,3,10,0,100,100,0x0a
2017-01-18_16.18.47,05-43-32-ff-03-dd-a6-85,26,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,4,10,0,100,100,0x0a
2017-01-18_16.18.47,05-43-32-ff-03-dd-a6-85,26,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,5,10,0,100,100,0x0a
2017-01-18_16.18.47,05-43-32-ff-03-dd-a6-85,26,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,6,10,0,100,100,0x0a
2017-01-18_16.18.47,05-43-32-ff-03-dd-a6-85,26,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,7,10,0,100,100,0x0a
2017-01-18_16.18.47,05-43-32-ff-03-dd-a6-85,26,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,8,10,0,100,100,0x0a
2017-01-18_16.18.47,05-43-32-ff-03-dd-a6-85,26,100,-37,1,1,05-43-32-ff-03-dd-a4-84,0,9,10,0,100,100,0x0a
2017-01-18_16.18.48,05-43-32-ff-03-dd-a4-84,11,100,-36,1,1,05-43-32-ff-03-dd-a6-85,1,0,10,0,100,100,0x0a
2017-01-18_16.18.48,05-43-32-ff-03-dd-a4-84,11,100,-36,1,1,05-43-32-ff-03-dd-a6-85,1,1,10,0,100,100,0x0a
2017-01-18_16.18.48,05-43-32-ff-03-dd-a4-84,11,100,-36,1,1,05-43-32-ff-03-dd-a6-85,1,2,10,0,100,100,0x0a
2017-01-18_16.18.48,05-43-32-ff-03-dd-a4-84,11,100,-36,1,1,05-43-32-ff-03-dd-a6-85,1,3,10,0,100,100,0x0a
2017-01-18_16.18.48,05-43-32-ff-03-dd-a4-84,11,100,-36,1,1,05-43-32-ff-03-dd-a6-85,1,4,10,0,100,100,0x0a
2017-01-18_16.18.48,05-43-32-ff-03-dd-a4-84,11,100,-36,1,1,05-43-32-ff-03-dd-a6-85,1,5,10,0,100,100,0x0a
2017-01-18_16.18.48,05-43-32-ff-03-dd-a4-84,11,100,-36,1,1,05-43-32-ff-03-dd-a6-85,1,6,10,0,100,100,0x0a
2017-01-18_16.18.48,05-43-32-ff-03-dd-a4-84,11,100,-36,1,1,05-43-32-ff-03-dd-a6-85,1,7,10,0,100,100,0x0a
2017-01-18_16.18.49,05-43-32-ff-03-dd-a4-84,11,100,-36,1,1,05-43-32-ff-03-dd-a6-85,1,8,10,0,100,100,0x0a
2017-01-18_16.18.49,05-43-32-ff-03-dd-a4-84,11,100,-36,1,1,05-43-32-ff-03-dd-a6-85,1,9,10,0,100,100,0x0a
2017-01-18_16.18.49,05-43-32-ff-03-dd-a6-85,11,100,-37,1,1,05-43-32-ff-03-dd-a4-84,1,0,10,0,100,100,0x0a
2017-01-18_16.18.49,05-43-32-ff-03-dd-a6-85,11,100,-37,1,1,05-43-32-ff-03-dd-a4-84,1,1,10,0,100,100,0x0a
2017-01-18_16.18.49,05-43-32-ff-03-dd-a6-85,11,100,-37,1,1,05-43-32-ff-03-dd-a4-84,1,2,10,0,100,100,0x0a
2017-01-18_16.18.49,05-43-32-ff-03-dd-a6-85,11,100,-37,1,1,05-43-32-ff-03-dd-a4-84,1,3,10,0,100,100,0x0a
2017-01-18_16.18.49,05-43-32-ff-03-dd-a6-85,11,100,-37,1,1,05-43-32-ff-03-dd-a4-84,1,4,10,0,100,100,0x0a
2017-01-18_16.18.50,05-43-32-ff-03-dd-a6-85,11,100,-37,1,1,05-43-32-ff-03-dd-a4-84,1,5,10,0,100,100,0x0a
2017-01-18_16.18.50,05-43-32-ff-03-dd-a6-85,11,100,-37,1,1,05-43-32-ff-03-dd-a4-84,1,6,10,0,100,100,0x0a
2017-01-18_16.18.50,05-43-32-ff-03-dd-a6-85,11,100,-37,1,1,05-43-32-ff-03-dd-a4-84,1,7,10,0,100,100,0x0a
2017-01-18_16.18.50,05-43-32-ff-03-dd-a6-85,11,100,-37,1,1,05-43-32-ff-03-dd-a4-84,1,8,10,0,100,100,0x0a
2017-01-18_16.18.50,05-43-32-ff-03-dd-a6-85,11,100,-37,1,1,05-43-32-ff-03-dd-a4-84,1,9,10,0,100,100,0x0a
2017-01-18_16.18.50,05-43-32-ff-03-dd-a4-84,12,100,-34,1,1,05-43-32-ff-03-dd-a6-85,1,0,10,0,100,100,0x0a
2017-01-18_16.18.50,05-43-32-ff-03-dd-a4-84,12,100,-34,1,1,05-43-32-ff-03-dd-a6-85,1,1,10,0,100,100,0x0a
2017-01-18_16.18.50,05-43-32-ff-03-dd-a4-84,12,100,-34,1,1,05-43-32-ff-03-dd-a6-85,1,2,10,0,100,100,0x0a
2017-01-18_16.18.51,05-43-32-ff-03-dd-a4-84,12,100,-34,1,1,05-43-32-ff-03-dd-a6-85,1,3,10,0,100,100,0x0a
2017-01-18_16.18.51,05-43-32-ff-03-dd-a4-84,12,100,-34,1,1,05-43-32-ff-03-dd-a6-85,1,4,10,0,100,100,0x0a
2017-01-18_16.18.51,05-43-32-ff-03-dd-a4-84,12,100,-35,1,1,05-43-32-ff-03-dd-a6-85,1,5,10,0,100,100,0x0a
2017-01-18_16.18.51,05-43-32-ff-03-dd-a4-84,12,100,-34,1,1,05-43-32-ff-03-dd-a6-85,1,6,10,0,100,100,0x0a
2017-01-18_16.18.51,05-43-32-ff-03-dd-a4-84,12,100,-34,1,1,05-43-32-ff-03-dd-a6-85,1,7,10,0,100,100,0x0a
2017-01-18_16.18.51,05-43-32-ff-03-dd-a4-84,12,100,-35,1,1,05-43-32-ff-03-dd-a6-85,1,8,10,0,100,100,0x0a
2017-01-18_16.18.51,05-43-32-ff-03-dd-a4-84,12,100,-34,1,1,05-43-32-ff-03-dd-a6-85,1,9,10,0,100,100,0x0a
2017-01-18_16.18.52,05-43-32-ff-03-dd-a6-85,12,100,-37,1,1,05-43-32-ff-03-dd-a4-84,1,0,10,0,100,100,0x0a
